x,y,z
-1007.34,-1006.89,153.26,,,,
-1128.2,-878.16,293.64,,,,
Objects,,,,,,,
100,,,,,,,
,,Global Angle MQP_OBJ_01:MQP_OBJ_01,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,-0.000296496,0.000416286,0.000368976,-186.758,516.87,267.321
2,0,-0.000256644,0.000297455,0.000306733,-186.752,516.88,267.315
3,0,-0.000257153,0.000390026,0.00034778,-186.746,516.884,267.325
4,0,-0.000286935,0.000266349,0.000341754,-186.755,516.89,267.347
5,0,-0.000329249,0.000378833,0.000364347,-186.755,516.885,267.361
6,0,-0.000313302,0.000361427,0.000341603,-186.755,516.872,267.335
7,0,-0.000277979,0.000426383,0.000326219,-186.743,516.88,267.322
8,0,-0.000329956,0.000250874,0.00031721,-186.752,516.874,267.32
9,0,-0.000302486,0.000510051,0.000360432,-186.764,516.887,267.339
10,0,-0.000322978,0.00042277,0.000316149,-186.752,516.886,267.344
11,0,-0.000333589,0.000414312,0.000316817,-186.746,516.881,267.351
12,0,-0.00032647,0.000484512,0.000300493,-186.744,516.878,267.326
13,0,-0.000258564,0.000168079,0.000303696,-186.742,516.878,267.309
14,0,-0.000192846,0.000402033,0.000367923,-186.75,516.889,267.332
15,0,-0.000305683,0.000318158,0.000309713,-186.757,516.881,267.341
16,0,-0.00029483,0.000295536,0.000300884,-186.754,516.878,267.347
17,0,-0.000232367,0.000318389,0.000349768,-186.739,516.875,267.327
18,0,-0.000281797,0.000664796,0.000291192,-186.743,516.873,267.318
19,0,-0.000253931,0.000326345,-0.000316214,-186.796,516.896,267.328
20,0,-0.00030159,0.000290043,0.000339915,-186.749,516.885,267.343
21,0,-0.000280856,0.00026744,0.000347136,-186.743,516.882,267.341
22,0,-0.000314702,0.000413755,0.000295972,-186.762,516.861,267.338
23,0,-0.000239436,0.000374345,0.000303353,-186.733,516.876,267.318
24,0,-0.000271055,0.000125334,0.000304201,-186.749,516.887,267.339
25,0,-0.000245343,0.000286151,0.000326846,-186.758,516.889,267.324
26,0,-0.000237822,0.000404013,0.000295003,-186.751,516.889,267.35
27,0,-0.000219052,0.000262018,0.000288442,-186.751,516.868,267.315
28,0,-0.000341825,0.000350613,0.000324407,-186.743,516.867,267.335
29,0,-0.000285266,0.000369296,0.000313114,-186.739,516.884,267.336
30,0,-0.000294988,0.000433635,0.000258405,-186.743,516.89,267.332
31,0,-0.000315941,0.000393664,0.000334762,-186.753,516.899,267.349
32,0,-0.000208842,0.000222308,0.000265826,-186.754,516.875,267.341
33,0,-0.000215585,0.000264134,0.000348443,-186.754,516.867,267.324
34,0,-0.000304181,0.00034523,0.000293981,-186.75,516.87,267.32
35,0,-0.000272029,0.000493396,0.00024866,-186.745,516.897,267.328
36,0,-0.000301945,0.00041339,0.000287209,-186.75,516.893,267.344
37,0,-0.000244493,0.000383696,0.000413052,-186.751,516.885,267.343
38,0,-0.000373478,0.000321494,0.000264492,-186.747,516.865,267.328
39,0,-0.000255001,0.000480244,0.000347948,-186.751,516.861,267.317
40,0,-0.000234078,0.000249396,0.000356983,-186.747,516.882,267.324
41,0,-0.000256423,0.000320512,0.000338046,-186.745,516.902,267.344
42,0,-0.000243764,0.000404832,0.00038975,-186.745,516.887,267.351
43,0,-0.000308856,0.000362087,0.000373218,-186.75,516.873,267.343
44,0,-0.000343009,0.000278024,0.000251157,-186.742,516.872,267.318
45,0,-0.000377112,0.000333362,0.000315282,-186.754,516.873,267.31
46,0,-0.000246848,0.00035419,0.000323918,-186.752,516.883,267.34
47,0,-0.000210539,0.000267185,0.000329092,-186.751,516.9,267.344
48,0,-0.00037733,0.000350789,0.000311728,-186.743,516.886,267.358
49,0,-0.000298437,0.000506033,0.000393138,-186.741,516.876,267.337
50,0,-0.000261999,0.000225852,0.000310892,-186.747,516.881,267.3
51,0,-0.000284728,0.000312481,0.000400937,-186.748,516.88,267.311
52,0,-0.000155287,0.000473633,-0.000303034,-186.802,516.902,267.334
53,0,-0.00027253,0.00035054,0.000294412,-186.746,516.884,267.343
54,0,-0.000326777,0.000464807,0.000303698,-186.744,516.868,267.34
55,0,-0.000241934,0.000355595,0.000282102,-186.741,516.886,267.333
56,0,-0.000236962,0.000249922,0.000329799,-186.749,516.885,267.312
57,0,-0.000323725,0.000302261,0.00032982,-186.755,516.888,267.327
58,0,-0.000317344,0.000373888,0.000309741,-186.763,516.884,267.357
59,0,-0.000292969,0.000330232,0.000367313,-186.745,516.874,267.339
60,0,-0.000321445,0.000406208,0.000413228,-186.739,516.871,267.328
61,0,-0.000283554,0.000292266,0.000266086,-186.737,516.892,267.315
62,0,-0.000259557,0.000262526,0.000296285,-186.761,516.904,267.328
63,0,-0.000200701,0.000285494,0.000321832,-186.753,516.894,267.353
64,0,-0.000304983,0.000474659,0.000312118,-186.756,516.892,267.328
65,0,-0.000292101,0.000373921,0.000366277,-186.756,516.863,267.306
66,0,-0.000282056,0.000261534,0.000301501,-186.738,516.864,267.326
67,0,-0.000225219,0.000233183,0.000330512,-186.709,516.891,267.383
68,0,-0.000264511,0.000374767,0.000308575,-186.725,516.905,267.382
69,0,-0.000318727,0.000394114,0.000428042,-186.739,516.902,267.364
70,0,-0.000148451,0.000256357,0.000306389,-186.77,516.883,267.285
71,0,-0.00034678,0.000270301,0.000273891,-186.771,516.853,267.299
72,0,-0.000288087,0.000224668,0.000277943,-186.746,516.878,267.32
73,0,-0.00026468,0.000103314,0.000349785,-186.734,516.907,267.348
74,0,-0.000307767,0.000408677,0.000363942,-186.731,516.909,267.379
75,0,-0.000220674,0.000377115,0.000335912,-186.753,516.897,267.351
76,0,-0.000206339,0.000202545,0.000284087,-186.752,516.848,267.31
77,0,-0.000242403,0.000201643,0.000338701,-186.756,516.847,267.298
78,0,-0.000156767,0.000179027,0.000271315,-186.753,516.892,267.339
79,0,-0.000249442,0.000418837,0.000346226,-186.717,516.926,267.365
80,0,-0.000287657,0.000502527,0.000315103,-186.741,516.906,267.351
81,0,-0.000305345,0.00037468,0.000372975,-186.762,516.881,267.327
82,0,-0.000197151,0.00030314,0.000336503,-186.775,516.847,267.307
83,0,-0.000298157,0.000354024,0.000284763,-186.764,516.858,267.324
84,0,-0.000270597,0.000179498,0.000309661,-186.743,516.912,267.345
85,0,-0.000333946,0.000434514,0.000321593,-186.73,516.917,267.359
86,0,-0.000263604,0.00028882,0.000407706,-186.735,516.905,267.359
87,0,-0.000255864,0.000239657,0.000340771,-186.759,516.863,267.294
88,0,-0.000254401,0.000284444,0.000275431,-186.789,516.846,267.308
89,0,-0.000289723,0.000336425,0.000288315,-186.777,516.876,267.334
90,0,-0.000239587,0.000170028,0.000293839,-186.734,516.919,267.356
91,0,-0.000287525,0.000374339,0.00030219,-186.721,516.919,267.366
92,0,-0.000216417,0.000192086,0.000279837,-186.733,516.887,267.341
93,0,-0.000313683,0.000408515,0.00025892,-186.763,516.869,267.306
94,0,-0.000326854,0.000294001,0.00031724,-186.788,516.862,267.315
95,0,-2.01E-06,-8.15E-05,0.000241936,-186.761,516.888,267.345
96,0,-0.00181713,0.00306608,0.0010758,-186.781,516.954,267.275
97,0,-0.00161413,-0.00103826,0.00146925,-186.848,516.905,267.174
98,0,-0.00169834,-0.00113409,0.00135136,-186.846,516.872,267.186
99,0,-0.00132692,-0.00103883,0.00110702,-186.856,516.904,267.169
100,0,8.12E-05,0.000527243,0.000247687,-186.925,516.922,267.089
101,0,7.33E-05,0.000396557,0.000252408,-186.928,516.921,267.076
102,0,0.00181083,-0.00223355,-0.000693557,-186.842,516.897,267.162
103,0,0.0013998,0.00218415,-0.000855639,-186.792,516.922,267.256
104,0,0.00128496,0.00189698,-0.00086774,-186.818,516.905,267.227
105,0,0.000976179,0.00200239,-0.000564983,-186.836,516.862,267.237
106,0,0.000958833,0.00171817,-0.000547204,-186.837,516.885,267.229
107,0,0.00114295,0.00185328,-0.000624928,-186.797,516.906,267.227
108,0,0.0018957,0.00267894,-0.000420566,-186.813,517.072,267.19
109,0,-0.000171007,0.000317863,0.000365154,-186.734,516.893,267.355
110,0,7.53E-06,7.13E-05,0.000281976,-186.748,516.919,267.343
111,0,-0.000285283,0.000630818,0.000176986,-186.778,516.906,267.332
112,0,0.00104143,0.00178165,-1.49E-05,-186.83,517.026,267.219
113,0,0.00150171,0.00231104,-0.00139037,-186.845,516.903,267.207
114,0,0.00135351,0.00210799,-0.000790823,-186.79,516.868,267.236
115,0,0.00118424,0.00201295,-0.000742284,-186.817,516.867,267.259
116,0,0.00115236,0.00188283,-0.000577853,-186.811,516.89,267.254
117,0,0.00110039,0.0011981,-0.000685911,-186.833,516.912,267.233
118,0,0.00115799,0.00186039,-0.000649003,-186.831,516.913,267.218
119,0,0.00233521,-0.00991353,-0.00119611,-187.021,517.083,266.894
120,0,-0.00012034,0.000621124,0.000865694,-186.944,517.12,267.019
121,0,0.000227474,0.000337215,0.000105577,-186.945,516.92,267.066
122,0,-0.00138341,-0.000997078,0.00122597,-186.865,516.896,267.197
123,0,-0.00133402,-0.000928296,0.00121041,-186.852,516.919,267.176
124,0,-0.00139053,-0.00078527,0.00121016,-186.851,516.922,267.154
125,0,0.000169931,-0.00317856,0.000287936,-186.786,516.875,267.258
126,0,-0.000329945,0.000938895,0.000301013,-186.737,516.881,267.361
127,0,-0.000329619,0.000253118,0.000336077,-186.746,516.911,267.357
128,0,-0.000282252,0.000306544,0.000272218,-186.757,516.894,267.336
129,0,-0.000171242,0.000295927,0.000320424,-186.747,516.88,267.327
130,0,-0.000284344,0.000253383,0.000354347,-186.73,516.889,267.319
131,0,-0.000248198,0.000351204,0.00033787,-186.746,516.864,267.336
132,0,-0.000226791,0.000416324,-0.000303868,-186.798,516.89,267.332
133,0,-0.00027909,2.58E-05,0.000317986,-186.738,516.913,267.355
134,0,-0.000278874,0.000426071,0.000330938,-186.745,516.894,267.331
135,0,-0.000245091,0.000377725,0.000329757,-186.74,516.876,267.317
136,0,-0.000279179,0.000311897,0.000315932,-186.761,516.88,267.324
137,0,-0.000246711,0.000306514,0.000338899,-186.744,516.878,267.343
138,0,-0.000304005,0.000384887,0.000347825,-186.754,516.896,267.353
139,0,-0.000183673,0.000448474,0.000359421,-186.742,516.91,267.337
140,0,-0.000281184,0.000529949,0.000305793,-186.733,516.883,267.316
141,0,-0.000327677,0.000273042,0.000321335,-186.745,516.87,267.327
142,0,-0.000288542,0.000398629,0.00023352,-186.75,516.87,267.343
143,0,-0.000293471,0.000175341,0.000301474,-186.759,516.88,267.338
144,0,-0.000270735,0.000405565,0.000316538,-186.744,516.905,267.354
145,0,-0.000304692,0.000355203,0.000387502,-186.745,516.905,267.327
146,0,-0.000293244,0.000259555,0.000330824,-186.75,516.878,267.312
147,0,-0.000310211,0.000307121,0.000333834,-186.731,516.878,267.348
148,0,-0.000240707,0.000343611,0.000412544,-186.743,516.874,267.34
149,0,-0.000293966,0.000301792,0.000359,-186.745,516.886,267.348
150,0,-0.000280936,0.000337915,0.000375416,-186.753,516.898,267.331
151,0,-0.000240505,0.00022152,0.000279852,-186.751,516.899,267.319
152,0,-0.000251013,0.000267901,0.00028997,-186.75,516.875,267.332
153,0,-0.00029317,0.000113954,0.000338625,-186.746,516.874,267.339
154,0,-0.000239529,0.000216099,0.000327812,-186.737,516.885,267.369
155,0,-0.000280933,0.00034938,0.000260496,-186.742,516.877,267.335
156,0,-0.000275009,0.00029569,0.000333162,-186.743,516.9,267.327
157,0,-0.000304306,0.000297247,0.000355335,-186.753,516.893,267.322
158,0,-0.000254634,0.000296388,0.000336488,-186.757,516.884,267.331
159,0,-0.000274774,0.000295712,0.000360239,-186.748,516.879,267.352
160,0,-0.000317731,0.000186773,0.000365807,-186.737,516.878,267.346
161,0,-0.000327335,0.000463267,0.000332226,-186.739,516.881,267.336
162,0,-0.000258428,0.000449222,0.000283969,-186.749,516.895,267.323
163,0,-0.000246547,0.000214923,0.000323226,-186.753,516.892,267.335
164,0,-0.000249542,0.000354232,0.000369479,-186.761,516.885,267.329
165,0,-0.000264945,0.000285765,0.000386227,-186.743,516.878,267.348
166,0,-0.000233008,0.000469223,0.000348935,-186.721,516.884,267.339
167,0,-0.000268785,0.000253501,0.000301634,-186.742,516.888,267.326
168,0,-0.000244426,0.000400863,0.000315918,-186.749,516.894,267.334
169,0,-0.000304207,0.000383186,0.000337645,-186.766,516.901,267.33
170,0,-0.000285208,0.000345756,0.000310534,-186.768,516.884,267.328
171,0,-0.000280799,0.000316369,0.000280649,-186.743,516.892,267.347
172,0,-0.000216534,0.000342741,0.000403463,-186.723,516.891,267.333
173,0,-0.000310569,0.000440178,0.000359629,-186.745,516.887,267.333
174,0,-0.000264551,0.000414316,0.000288766,-186.757,516.886,267.34
175,0,-0.00030842,0.000297858,0.000317301,-186.763,516.89,267.325
176,0,-0.000237414,0.000280094,0.00033407,-186.761,516.881,267.338
177,0,-0.000306247,0.00053858,0.000344912,-186.744,516.885,267.339
178,0,-0.00024139,0.000305798,0.000328729,-186.727,516.894,267.331
179,0,-0.000333571,0.0004043,0.000327297,-186.742,516.881,267.351
180,0,-0.000226444,0.000257149,0.000390166,-186.756,516.878,267.341
181,0,-0.000251409,0.000460368,0.000305335,-186.755,516.892,267.33
182,0,-0.000322157,0.000529691,0.000321751,-186.758,516.887,267.321
183,0,-0.000282742,0.000412951,0.00041415,-186.748,516.893,267.32
184,0,-0.000272337,0.000303075,0.000240473,-186.741,516.89,267.327
185,0,-0.000314436,0.000384755,0.000355299,-186.743,516.886,267.354
186,0,-0.000303584,0.000346207,0.000339919,-186.749,516.875,267.344
187,0,-3.60E-05,-0.000113364,0.000269693,-186.744,516.869,267.336
188,0,-0.00167245,0.00273379,0.000938491,-186.797,516.921,267.249
189,0,-0.0013328,-0.00117186,0.00121109,-186.859,516.912,267.158
190,0,-0.00161689,-0.000955859,0.00135958,-186.848,516.902,267.191
191,0,-0.0016316,-0.001021,0.00122868,-186.846,516.85,267.213
192,0,0.000114111,0.00046574,0.000219693,-186.919,516.924,267.06
193,0,0.00159584,-0.00174639,-0.000490541,-186.865,516.893,267.153
194,0,0.00104068,0.00217805,-0.000708486,-186.816,516.906,267.217
195,0,0.00121091,0.00174453,-0.000651977,-186.807,516.899,267.227
196,0,-0.000351179,0.000406864,0.000391219,-186.742,516.89,267.356
197,0,-0.000291189,0.000383369,0.000293122,-186.746,516.871,267.349
198,0,-0.000237351,0.00042003,0.000209572,-186.738,516.881,267.338
199,0,-0.000257022,0.000257222,0.000395292,-186.746,516.886,267.312
200,0,-0.000307538,0.000365226,0.000377732,-186.767,516.895,267.326
201,0,-0.000284971,0.000416122,0.000336072,-186.748,516.905,267.333
202,0,-0.000262639,0.000265069,0.000374971,-186.748,516.874,267.344
203,0,-0.000287268,0.000442301,0.0002918,-186.734,516.869,267.363
204,0,-0.000195029,0.00040946,0.000366599,-186.734,516.873,267.336
205,0,-0.000291046,0.00026801,0.000304228,-186.754,516.899,267.31
206,0,-0.000279818,0.000386163,0.000337939,-186.763,516.898,267.322
207,0,-0.000272154,0.000387567,0.000298101,-186.761,516.892,267.334
208,0,-0.000325862,0.000288451,0.000292563,-186.735,516.884,267.35
209,0,-0.000332345,0.000412751,0.000310809,-186.738,516.877,267.345
210,0,-0.000201566,0.000308273,0.000297726,-186.74,516.89,267.321
211,0,-0.000266101,0.000276002,0.000327589,-186.753,516.895,267.321
212,0,-0.000313965,0.000299445,0.000298765,-186.757,516.895,267.323
213,0,-0.000301981,0.000294531,0.000289883,-186.747,516.871,267.347
214,0,-0.000275659,0.000314071,0.000335689,-186.731,516.87,267.351
215,0,-0.000324005,0.000330469,0.000279734,-186.724,516.892,267.331
216,0,-0.000319409,0.000484673,0.000323156,-186.739,516.886,267.321
217,0,-0.000258525,0.000252127,0.000295393,-186.762,516.888,267.331
218,0,-0.000325899,0.000318934,0.000322955,-186.756,516.887,267.327
219,0,-0.000173431,0.000381275,-0.000240962,-186.791,516.881,267.324
220,0,-0.000372129,0.000410105,0.000297737,-186.743,516.87,267.344
221,0,-0.000274483,0.000402417,0.00033438,-186.728,516.897,267.31
222,0,-0.000263249,0.0004319,0.000340361,-186.748,516.903,267.329
223,0,-0.000272182,0.000263322,0.000327888,-186.759,516.877,267.339
224,0,-0.000265804,0.000245339,0.000334891,-186.747,516.878,267.327
225,0,-0.000336781,0.000364646,0.0003161,-186.741,516.874,267.338
226,0,-0.00023236,0.00031839,0.000323266,-186.735,516.877,267.335
227,0,0.000106781,0.000732661,0.000230203,-186.762,516.927,267.305
228,0,0.0011446,0.00173927,-0.000617938,-186.809,516.888,267.252
229,0,-0.000257902,0.000242854,0.00034699,-186.752,516.887,267.331
230,0,0.00413943,-0.00676427,-0.00185217,-186.592,516.835,267.576
231,0,0.00104327,-0.0156543,2.42E-05,-186.988,517.008,266.961
232,0,-0.000259724,0.000177803,0.00033992,-186.743,516.902,267.33
233,0,-0.000299997,0.000292191,0.00024259,-186.746,516.898,267.34
234,0,-0.000304637,0.000382705,0.000311005,-186.758,516.885,267.354
235,0,-0.000315388,0.000327734,0.000258102,-186.745,516.878,267.335
236,0,-0.000328305,0.000283586,0.000307905,-186.743,516.865,267.316
237,0,-0.000245437,0.000187008,0.000298497,-186.763,516.878,267.334
238,0,-0.00029716,0.000374609,0.000353316,-186.758,516.893,267.333
239,0,-0.000264754,0.000355253,0.000289656,-186.755,516.882,267.342
240,0,-0.000255321,0.000339112,0.000257692,-186.768,516.862,267.345
241,0,-0.000324809,0.000188197,0.00036869,-186.739,516.862,267.34
242,0,-0.000314524,0.00018131,0.000315821,-186.741,516.875,267.312
243,0,-0.000229975,0.000353102,0.000311125,-186.767,516.89,267.331
244,0,-0.00027949,0.000417035,0.000379306,-186.735,516.899,267.351
245,0,-0.000294858,0.000266268,0.000298815,-186.742,516.894,267.353
246,0,-0.000213546,0.000354882,0.000272818,-186.749,516.879,267.338
247,0,-0.000276142,0.000342898,0.00030264,-186.736,516.873,267.337
248,0,-0.000355373,0.000376476,0.000314057,-186.764,516.9,267.311
249,0,-0.000238278,0.000211439,0.000307315,-186.764,516.896,267.318
250,0,-0.000329909,0.000249722,0.000357767,-186.749,516.88,267.362
251,0,-0.000325512,0.000363513,0.000288401,-186.735,516.878,267.349
252,0,-0.000276668,0.000287051,0.000350805,-186.728,516.877,267.34
253,0,-0.00023134,0.000215054,0.000287791,-186.75,516.888,267.334
254,0,-0.000194446,0.000359533,-0.000332097,-186.815,516.897,267.304
255,0,-0.000257489,0.000250278,0.000317803,-186.754,516.893,267.322
256,0,-0.000201839,0.00029372,0.00031867,-186.737,516.882,267.347
257,0,-0.000261713,0.000387491,0.000359741,-186.732,516.872,267.351
258,0,-0.000286835,0.00021906,0.000338197,-186.738,516.888,267.323
259,0,-0.000231821,0.000372518,0.000296929,-186.764,516.88,267.334
260,0,-0.000295361,0.000284892,0.00033657,-186.769,516.903,267.325
261,0,-0.000300352,0.000291674,0.000317892,-186.755,516.879,267.337
262,0,-0.000265779,0.000272225,0.000287084,-186.73,516.882,267.342
263,0,-0.000176504,0.00043932,0.000352103,-186.724,516.885,267.339
264,0,-0.000280115,0.000425381,0.000363465,-186.751,516.885,267.328
265,0,-0.000273296,0.000390655,0.00034882,-186.771,516.883,267.335
266,0,-0.000260413,0.000455716,0.000412794,-186.762,516.883,267.335
267,0,-0.00028756,0.000370801,0.000297355,-186.754,516.875,267.32
268,0,-0.000279311,0.000614616,0.000372296,-186.732,516.882,267.338
269,0,-0.000310731,0.000391314,0.000340806,-186.736,516.898,267.319
270,0,-0.000289031,0.000371199,0.000334341,-186.756,516.889,267.346
271,0,-0.000277951,0.00045926,0.000328052,-186.773,516.88,267.337
272,0,-0.000282274,0.000305157,0.000319655,-186.763,516.878,267.33
273,0,-0.00025741,0.000284931,0.000364621,-186.738,516.87,267.325
274,0,-0.000255015,0.000384603,0.000372374,-186.737,516.882,267.33
275,0,-0.00027509,0.000206775,0.000316848,-186.736,516.903,267.347
276,0,-0.000313763,0.000454768,0.00030755,-186.754,516.895,267.333
277,0,-0.00028577,0.000339577,0.000312243,-186.769,516.881,267.333
278,0,-0.000302303,0.000444057,0.00036826,-186.742,516.872,267.324
279,0,-0.000259985,0.000397207,0.000367228,-186.721,516.892,267.331
280,0,-0.000304056,0.00036788,0.000364447,-186.724,516.892,267.366
281,0,-0.000282092,0.000287038,0.000311119,-186.737,516.9,267.353
282,0,-0.000250688,0.000322118,0.000363332,-186.758,516.882,267.334
283,0,-0.000341767,0.000279461,0.000345385,-186.759,516.864,267.31
284,0,-0.000241307,0.00044375,0.000379758,-186.746,516.872,267.312
285,0,-0.00024712,0.000118126,0.000356486,-186.729,516.896,267.333
286,0,-0.000334427,0.000377965,0.000384759,-186.737,516.907,267.359
